
0.00001,
0.010000.105,0.016680.105,0.027830.105,0.046420.105,0.077430.105,0.129150.105,0.215440.184,0.359380.522,0.599480.772,1.000000.902,
0.00002,
0.010000.105,0.016680.105,0.027830.105,0.046420.105,0.077430.108,0.129150.267,0.215440.678,0.359380.866,0.599480.911,1.000000.936,
0.00005,
0.010000.105,0.016680.105,0.027830.105,0.046420.168,0.077430.460,0.129150.753,0.215440.900,0.359380.921,0.599480.942,1.000000.955,
0.00010,
0.010000.105,0.016680.105,0.027830.221,0.046420.601,0.077430.821,0.129150.907,0.215440.934,0.359380.951,0.599480.963,1.000000.972,
0.00022,
0.010000.105,0.016680.233,0.027830.643,0.046420.857,0.077430.918,0.129150.944,0.215440.958,0.359380.968,0.599480.979,1.000000.981,
0.00046,
0.010000.164,0.016680.501,0.027830.826,0.046420.927,0.077430.944,0.129150.962,0.215440.975,0.359380.980,0.599480.985,1.000000.988,
0.00100,
0.010000.143,0.016680.496,0.027830.864,0.046420.938,0.077430.959,0.129150.972,0.215440.978,0.359380.986,0.599480.989,1.000000.991,
0.00215,
0.010000.105,0.016680.109,0.027830.392,0.046420.851,0.077430.946,0.129150.959,0.215440.976,0.359380.983,0.599480.989,1.000000.989,
0.00464,
0.010000.105,0.016680.105,0.027830.105,0.046420.106,0.077430.251,0.129150.459,0.215440.808,0.359380.898,0.599480.951,1.000000.976,
0.01000,
0.010000.105,0.016680.105,0.027830.105,0.046420.105,0.077430.105,0.129150.105,0.215440.114,0.359380.207,0.599480.349,1.000000.821,
